"","Estado","Municipio","Grupo","Estimador","Poblacion"
"01_poblacion_ver.xls.59","30 Veracruz de Ignacio de la Llave","Coscomatepec","Total","Valor","58479"
"01_poblacion_ver.xls.60","30 Veracruz de Ignacio de la Llave","Cosoleacaque","Total","Valor","129527"
"01_poblacion_ver.xls.61","30 Veracruz de Ignacio de la Llave","Cotaxtla","Total","Valor","21013"
"01_poblacion_ver.xls.62","30 Veracruz de Ignacio de la Llave","Coxquihui","Total","Valor","16754"
"01_poblacion_ver.xls.63","30 Veracruz de Ignacio de la Llave","Coyutla","Total","Valor","22570"
"01_poblacion_ver.xls.64","30 Veracruz de Ignacio de la Llave","Cuichapa","Total","Valor","12238"
"01_poblacion_ver.xls.65","30 Veracruz de Ignacio de la Llave","Cuitlahuac","Total","Valor","27940"
"01_poblacion_ver.xls.66","30 Veracruz de Ignacio de la Llave","El Higo","Total","Valor","19478"
"01_poblacion_ver.xls.67","30 Veracruz de Ignacio de la Llave","Emiliano Zapata","Total","Valor","78336"
"01_poblacion_ver.xls.68","30 Veracruz de Ignacio de la Llave","Espinal","Total","Valor","27297"
"01_poblacion_ver.xls.69","30 Veracruz de Ignacio de la Llave","Filomeno Mata","Total","Valor","18367"
"01_poblacion_ver.xls.70","30 Veracruz de Ignacio de la Llave","Fortin","Total","Valor","66168"
"01_poblacion_ver.xls.71","30 Veracruz de Ignacio de la Llave","Gutierrez Zamora","Total","Valor","24791"
"01_poblacion_ver.xls.72","30 Veracruz de Ignacio de la Llave","Hidalgotitlan","Total","Valor","19587"
"01_poblacion_ver.xls.73","30 Veracruz de Ignacio de la Llave","Huatusco","Total","Valor","60674"
"01_poblacion_ver.xls.74","30 Veracruz de Ignacio de la Llave","Huayacocotla","Total","Valor","21391"
"01_poblacion_ver.xls.75","30 Veracruz de Ignacio de la Llave","Hueyapan de Ocampo","Total","Valor","43309"
"01_poblacion_ver.xls.76","30 Veracruz de Ignacio de la Llave","Huiloapan de Cuauhtemoc","Total","Valor","7221"
"01_poblacion_ver.xls.77","30 Veracruz de Ignacio de la Llave","Ignacio de la Llave","Total","Valor","17105"
"01_poblacion_ver.xls.78","30 Veracruz de Ignacio de la Llave","Ilamatlan *","Total","Valor","13474"
"01_poblacion_ver.xls.79","30 Veracruz de Ignacio de la Llave","Isla","Total","Valor","43349"
"01_poblacion_ver.xls.80","30 Veracruz de Ignacio de la Llave","Ixcatepec","Total","Valor","13591"
"01_poblacion_ver.xls.81","30 Veracruz de Ignacio de la Llave","Ixhuacan de los Reyes","Total","Valor","11442"
"01_poblacion_ver.xls.82","30 Veracruz de Ignacio de la Llave","Ixhuatlan de Madero","Total","Valor","54132"
"01_poblacion_ver.xls.83","30 Veracruz de Ignacio de la Llave","Ixhuatlan del Cafe","Total","Valor","23005"
"01_poblacion_ver.xls.84","30 Veracruz de Ignacio de la Llave","Ixhuatlan del Sureste","Total","Valor","15800"
"01_poblacion_ver.xls.85","30 Veracruz de Ignacio de la Llave","Ixhuatlancillo","Total","Valor","24896"
"01_poblacion_ver.xls.86","30 Veracruz de Ignacio de la Llave","Ixmatlahuacan","Total","Valor","5790"
"01_poblacion_ver.xls.87","30 Veracruz de Ignacio de la Llave","Ixtaczoquitlan","Total","Valor","68823"
"01_poblacion_ver.xls.88","30 Veracruz de Ignacio de la Llave","Jalacingo","Total","Valor","44488"
"01_poblacion_ver.xls.89","30 Veracruz de Ignacio de la Llave","Jalcomulco","Total","Valor","5006"
"01_poblacion_ver.xls.90","30 Veracruz de Ignacio de la Llave","Jaltipan","Total","Valor","41644"
"01_poblacion_ver.xls.91","30 Veracruz de Ignacio de la Llave","Jamapa","Total","Valor","11361"
"01_poblacion_ver.xls.92","30 Veracruz de Ignacio de la Llave","Jesus Carranza","Total","Valor","29413"
"01_poblacion_ver.xls.93","30 Veracruz de Ignacio de la Llave","Jilotepec","Total","Valor","16682"
"01_poblacion_ver.xls.94","30 Veracruz de Ignacio de la Llave","Jose Azueta","Total","Valor","22923"
"01_poblacion_ver.xls.95","30 Veracruz de Ignacio de la Llave","Juan Rodriguez Clara","Total","Valor","38895"
"01_poblacion_ver.xls.96","30 Veracruz de Ignacio de la Llave","Juchique de Ferrer","Total","Valor","15916"
"01_poblacion_ver.xls.97","30 Veracruz de Ignacio de la Llave","La Antigua","Total","Valor","26920"
"01_poblacion_ver.xls.98","30 Veracruz de Ignacio de la Llave","La Perla","Total","Valor","26880"
"01_poblacion_ver.xls.99","30 Veracruz de Ignacio de la Llave","Landero y Coss *","Total","Valor","1534"
"01_poblacion_ver.xls.100","30 Veracruz de Ignacio de la Llave","Las Choapas","Total","Valor","81827"
"01_poblacion_ver.xls.101","30 Veracruz de Ignacio de la Llave","Las Minas *","Total","Valor","2920"
"01_poblacion_ver.xls.102","30 Veracruz de Ignacio de la Llave","Las Vigas de Ramirez","Total","Valor","19725"
"01_poblacion_ver.xls.103","30 Veracruz de Ignacio de la Llave","Lerdo de Tejada","Total","Valor","19606"
"01_poblacion_ver.xls.104","30 Veracruz de Ignacio de la Llave","Los Reyes *","Total","Valor","5830"
"01_poblacion_ver.xls.105","30 Veracruz de Ignacio de la Llave","Magdalena *","Total","Valor","3043"
"01_poblacion_ver.xls.106","30 Veracruz de Ignacio de la Llave","Maltrata","Total","Valor","18096"
"01_poblacion_ver.xls.107","30 Veracruz de Ignacio de la Llave","Manlio Fabio Altamirano","Total","Valor","23408"
"01_poblacion_ver.xls.108","30 Veracruz de Ignacio de la Llave","Mariano Escobedo","Total","Valor","37285"
"01_poblacion_ver.xls.109","30 Veracruz de Ignacio de la Llave","Martinez de la Torre","Total","Valor","110415"
"01_poblacion_ver.xls.110","30 Veracruz de Ignacio de la Llave","Mecatlan *","Total","Valor","12332"
"01_poblacion_ver.xls.111","30 Veracruz de Ignacio de la Llave","Mecayapan *","Total","Valor","17312"
"01_poblacion_ver.xls.112","30 Veracruz de Ignacio de la Llave","Medellin de Bravo","Total","Valor","75346"
"01_poblacion_ver.xls.113","30 Veracruz de Ignacio de la Llave","Miahuatlan *","Total","Valor","4685"
"01_poblacion_ver.xls.114","30 Veracruz de Ignacio de la Llave","Minatitlan","Total","Valor","157393"
"01_poblacion_ver.xls.115","30 Veracruz de Ignacio de la Llave","Misantla","Total","Valor","64249"
"01_poblacion_ver.xls.116","30 Veracruz de Ignacio de la Llave","Mixtla de Altamirano *","Total","Valor","11646"
"01_poblacion_ver.xls.117","30 Veracruz de Ignacio de la Llave","Moloacan","Total","Valor","17504"
"01_poblacion_ver.xls.118","30 Veracruz de Ignacio de la Llave","Nanchital de Lazaro Cardenas del Rio","Total","Valor","30039"
"01_poblacion_ver.xls.119","30 Veracruz de Ignacio de la Llave","Naolinco","Total","Valor","21816"
"01_poblacion_ver.xls.120","30 Veracruz de Ignacio de la Llave","Naranjal *","Total","Valor","4559"
"01_poblacion_ver.xls.121","30 Veracruz de Ignacio de la Llave","Naranjos Amatlan","Total","Valor","28295"
"01_poblacion_ver.xls.122","30 Veracruz de Ignacio de la Llave","Nautla","Total","Valor","10866"
"01_poblacion_ver.xls.123","30 Veracruz de Ignacio de la Llave","Nogales","Total","Valor","37908"
"01_poblacion_ver.xls.124","30 Veracruz de Ignacio de la Llave","Oluta","Total","Valor","16710"
"01_poblacion_ver.xls.125","30 Veracruz de Ignacio de la Llave","Omealca","Total","Valor","24020"
"01_poblacion_ver.xls.126","30 Veracruz de Ignacio de la Llave","Orizaba","Total","Valor","126005"
"01_poblacion_ver.xls.127","30 Veracruz de Ignacio de la Llave","Otatitlan","Total","Valor","5703"
"01_poblacion_ver.xls.128","30 Veracruz de Ignacio de la Llave","Oteapan","Total","Valor","16222"
"01_poblacion_ver.xls.129","30 Veracruz de Ignacio de la Llave","Ozuluama de Mascarenas","Total","Valor","23244"
"01_poblacion_ver.xls.130","30 Veracruz de Ignacio de la Llave","Pajapan","Total","Valor","17480"
"01_poblacion_ver.xls.131","30 Veracruz de Ignacio de la Llave","Panuco","Total","Valor","100549"
"01_poblacion_ver.xls.132","30 Veracruz de Ignacio de la Llave","Papantla","Total","Valor","161097"
"01_poblacion_ver.xls.133","30 Veracruz de Ignacio de la Llave","Paso de Ovejas","Total","Valor","33392"
"01_poblacion_ver.xls.134","30 Veracruz de Ignacio de la Llave","Paso del Macho","Total","Valor","31890"
"01_poblacion_ver.xls.135","30 Veracruz de Ignacio de la Llave","Perote","Total","Valor","72795"
"01_poblacion_ver.xls.136","30 Veracruz de Ignacio de la Llave","Platon Sanchez","Total","Valor","18145"
"01_poblacion_ver.xls.137","30 Veracruz de Ignacio de la Llave","Playa Vicente","Total","Valor","39205"
"01_poblacion_ver.xls.138","30 Veracruz de Ignacio de la Llave","Poza Rica de Hidalgo","Total","Valor","200119"
"01_poblacion_ver.xls.139","30 Veracruz de Ignacio de la Llave","Pueblo Viejo","Total","Valor","57646"
"01_poblacion_ver.xls.140","30 Veracruz de Ignacio de la Llave","Puente Nacional","Total","Valor","22454"
"01_poblacion_ver.xls.141","30 Veracruz de Ignacio de la Llave","Rafael Delgado","Total","Valor","23112"
"01_poblacion_ver.xls.142","30 Veracruz de Ignacio de la Llave","Rafael Lucio","Total","Valor","8068"
"01_poblacion_ver.xls.143","30 Veracruz de Ignacio de la Llave","Rio Blanco","Total","Valor","41927"
"01_poblacion_ver.xls.144","30 Veracruz de Ignacio de la Llave","Saltabarranca","Total","Valor","6147"
"01_poblacion_ver.xls.145","30 Veracruz de Ignacio de la Llave","San Andres Tenejapan *","Total","Valor","2921"
"01_poblacion_ver.xls.146","30 Veracruz de Ignacio de la Llave","San Andres Tuxtla","Total","Valor","164834"
"01_poblacion_ver.xls.147","30 Veracruz de Ignacio de la Llave","San Juan Evangelista","Total","Valor","33929"
"01_poblacion_ver.xls.148","30 Veracruz de Ignacio de la Llave","San Rafael","Total","Valor","29631"
"01_poblacion_ver.xls.149","30 Veracruz de Ignacio de la Llave","Santiago Sochiapan","Total","Valor","12512"
"01_poblacion_ver.xls.150","30 Veracruz de Ignacio de la Llave","Santiago Tuxtla","Total","Valor","57466"
"01_poblacion_ver.xls.151","30 Veracruz de Ignacio de la Llave","Sayula de Aleman","Total","Valor","32721"
"01_poblacion_ver.xls.152","30 Veracruz de Ignacio de la Llave","Sochiapa *","Total","Valor","3656"
"01_poblacion_ver.xls.153","30 Veracruz de Ignacio de la Llave","Soconusco","Total","Valor","16363"
"01_poblacion_ver.xls.154","30 Veracruz de Ignacio de la Llave","Soledad Atzompa *","Total","Valor","23130"
"01_poblacion_ver.xls.155","30 Veracruz de Ignacio de la Llave","Soledad de Doblado","Total","Valor","27770"
"01_poblacion_ver.xls.156","30 Veracruz de Ignacio de la Llave","Soteapan","Total","Valor","35155"
"01_poblacion_ver.xls.157","30 Veracruz de Ignacio de la Llave","Tamalin","Total","Valor","11750"
"01_poblacion_ver.xls.158","30 Veracruz de Ignacio de la Llave","Tamiahua","Total","Valor","23120"
"01_poblacion_ver.xls.159","30 Veracruz de Ignacio de la Llave","Tampico Alto","Total","Valor","12320"
"01_poblacion_ver.xls.160","30 Veracruz de Ignacio de la Llave","Tancoco","Total","Valor","5792"
"01_poblacion_ver.xls.161","30 Veracruz de Ignacio de la Llave","Tantima","Total","Valor","12983"
"01_poblacion_ver.xls.162","30 Veracruz de Ignacio de la Llave","Tantoyuca","Total","Valor","103616"
"01_poblacion_ver.xls.163","30 Veracruz de Ignacio de la Llave","Tatahuicapan de Juarez","Total","Valor","15614"
"01_poblacion_ver.xls.164","30 Veracruz de Ignacio de la Llave","Tatatila *","Total","Valor","5767"
"01_poblacion_ver.xls.165","30 Veracruz de Ignacio de la Llave","Tecolutla","Total","Valor","23865"
"01_poblacion_ver.xls.166","30 Veracruz de Ignacio de la Llave","Tehuipango *","Total","Valor","26322"
"01_poblacion_ver.xls.167","30 Veracruz de Ignacio de la Llave","Tempoal","Total","Valor","35823"
"01_poblacion_ver.xls.168","30 Veracruz de Ignacio de la Llave","Tenampa","Total","Valor","6677"
"01_poblacion_ver.xls.169","30 Veracruz de Ignacio de la Llave","Tenochtitlan *","Total","Valor","5189"
"01_poblacion_ver.xls.170","30 Veracruz de Ignacio de la Llave","Teocelo","Total","Valor","16480"
"01_poblacion_ver.xls.171","30 Veracruz de Ignacio de la Llave","Tepatlaxco","Total","Valor","8417"
"01_poblacion_ver.xls.172","30 Veracruz de Ignacio de la Llave","Tepetlan","Total","Valor","9668"
"01_poblacion_ver.xls.173","30 Veracruz de Ignacio de la Llave","Tepetzintla","Total","Valor","14736"
"01_poblacion_ver.xls.174","30 Veracruz de Ignacio de la Llave","Tequila","Total","Valor","15018"
"01_poblacion_ver.xls.175","30 Veracruz de Ignacio de la Llave","Texcatepec *","Total","Valor","10934"
"01_poblacion_ver.xls.176","30 Veracruz de Ignacio de la Llave","Texhuacan *","Total","Valor","5284"
"01_poblacion_ver.xls.177","30 Veracruz de Ignacio de la Llave","Texistepec","Total","Valor","20887"
"01_poblacion_ver.xls.178","30 Veracruz de Ignacio de la Llave","Tezonapa","Total","Valor","56956"
"01_poblacion_ver.xls.179","30 Veracruz de Ignacio de la Llave","Tierra Blanca","Total","Valor","106277"
"01_poblacion_ver.xls.180","30 Veracruz de Ignacio de la Llave","Tihuatlan","Total","Valor","96418"
"01_poblacion_ver.xls.181","30 Veracruz de Ignacio de la Llave","Tlachichilco","Total","Valor","11630"
"01_poblacion_ver.xls.182","30 Veracruz de Ignacio de la Llave","Tlacojalpan","Total","Valor","4953"
"01_poblacion_ver.xls.183","30 Veracruz de Ignacio de la Llave","Tlacolulan","Total","Valor","11431"
"01_poblacion_ver.xls.184","30 Veracruz de Ignacio de la Llave","Tlacotalpan","Total","Valor","13421"
"01_poblacion_ver.xls.185","30 Veracruz de Ignacio de la Llave","Tlacotepec de Mejia *","Total","Valor","3833"
"01_poblacion_ver.xls.186","30 Veracruz de Ignacio de la Llave","Tlalixcoyan","Total","Valor","37857"
"01_poblacion_ver.xls.187","30 Veracruz de Ignacio de la Llave","Tlalnelhuayocan","Total","Valor","18715"
"01_poblacion_ver.xls.188","30 Veracruz de Ignacio de la Llave","Tlaltetela","Total","Valor","15818"
"01_poblacion_ver.xls.189","30 Veracruz de Ignacio de la Llave","Tlapacoyan","Total","Valor","61982"
"01_poblacion_ver.xls.190","30 Veracruz de Ignacio de la Llave","Tlaquilpa","Total","Valor","7709"
"01_poblacion_ver.xls.191","30 Veracruz de Ignacio de la Llave","Tlilapan *","Total","Valor","5258"
"01_poblacion_ver.xls.192","30 Veracruz de Ignacio de la Llave","Tomatlan","Total","Valor","6869"
"01_poblacion_ver.xls.193","30 Veracruz de Ignacio de la Llave","Tonayan *","Total","Valor","5670"
"01_poblacion_ver.xls.194","30 Veracruz de Ignacio de la Llave","Totutla","Total","Valor","17428"
"01_poblacion_ver.xls.195","30 Veracruz de Ignacio de la Llave","Tres Valles","Total","Valor","46672"
"01_poblacion_ver.xls.196","30 Veracruz de Ignacio de la Llave","Tuxpan","Total","Valor","161829"
"01_poblacion_ver.xls.197","30 Veracruz de Ignacio de la Llave","Tuxtilla *","Total","Valor","2185"
"01_poblacion_ver.xls.198","30 Veracruz de Ignacio de la Llave","Ursulo Galvan","Total","Valor","30580"
"01_poblacion_ver.xls.199","30 Veracruz de Ignacio de la Llave","Uxpanapa","Total","Valor","29434"
"01_poblacion_ver.xls.200","30 Veracruz de Ignacio de la Llave","Vega de Alatorre","Total","Valor","20275"
"01_poblacion_ver.xls.201","30 Veracruz de Ignacio de la Llave","Veracruz","Total","Valor","609964"
"01_poblacion_ver.xls.202","30 Veracruz de Ignacio de la Llave","Villa Aldama","Total","Valor","11760"
"01_poblacion_ver.xls.203","30 Veracruz de Ignacio de la Llave","Xalapa","Total","Valor","480841"
"01_poblacion_ver.xls.204","30 Veracruz de Ignacio de la Llave","Xico","Total","Valor","38198"
"01_poblacion_ver.xls.205","30 Veracruz de Ignacio de la Llave","Xoxocotla *","Total","Valor","5446"
"01_poblacion_ver.xls.206","30 Veracruz de Ignacio de la Llave","Yanga","Total","Valor","17896"
"01_poblacion_ver.xls.207","30 Veracruz de Ignacio de la Llave","Yecuatla","Total","Valor","12108"
"01_poblacion_ver.xls.208","30 Veracruz de Ignacio de la Llave","Zacualpan","Total","Valor","7194"
"01_poblacion_ver.xls.209","30 Veracruz de Ignacio de la Llave","Zaragoza","Total","Valor","11354"
"01_poblacion_ver.xls.210","30 Veracruz de Ignacio de la Llave","Zentla","Total","Valor","13409"
"01_poblacion_ver.xls.211","30 Veracruz de Ignacio de la Llave","Zongolica","Total","Valor","43871"
"01_poblacion_ver.xls.212","30 Veracruz de Ignacio de la Llave","Zontecomatlan de Lopez y Fuentes","Total","Valor","14620"
"01_poblacion_ver.xls.213","30 Veracruz de Ignacio de la Llave","Zozocolco de Hidalgo","Total","Valor","15031"
"01_poblacion_yuc.xls.1","31 Yucatán","Total","Total","Valor","2097175"
"01_poblacion_yuc.xls.2","31 Yucatán","Abala","Total","Valor","6502"
"01_poblacion_yuc.xls.3","31 Yucatán","Acanceh","Total","Valor","16127"
"01_poblacion_yuc.xls.4","31 Yucatán","Akil","Total","Valor","11312"
"01_poblacion_yuc.xls.5","31 Yucatán","Baca","Total","Valor","5811"
"01_poblacion_yuc.xls.6","31 Yucatán","Bokoba *","Total","Valor","2191"
"01_poblacion_yuc.xls.7","31 Yucatán","Buctzotz","Total","Valor","8887"
"01_poblacion_yuc.xls.8","31 Yucatán","Cacalchen","Total","Valor","7224"
"01_poblacion_yuc.xls.9","31 Yucatán","Calotmul *","Total","Valor","3992"
"01_poblacion_yuc.xls.10","31 Yucatán","Cansahcab *","Total","Valor","4580"
"01_poblacion_yuc.xls.11","31 Yucatán","Cantamayec *","Total","Valor","2519"
"01_poblacion_yuc.xls.12","31 Yucatán","Celestun","Total","Valor","7836"
"01_poblacion_yuc.xls.13","31 Yucatán","Cenotillo *","Total","Valor","3886"
"01_poblacion_yuc.xls.14","31 Yucatán","Chacsinkin *","Total","Valor","3015"
"01_poblacion_yuc.xls.15","31 Yucatán","Chankom *","Total","Valor","4583"
"01_poblacion_yuc.xls.16","31 Yucatán","Chapab *","Total","Valor","3153"
"01_poblacion_yuc.xls.17","31 Yucatán","Chemax","Total","Valor","36881"
"01_poblacion_yuc.xls.18","31 Yucatán","Chichimila","Total","Valor","8371"
"01_poblacion_yuc.xls.19","31 Yucatán","Chicxulub Pueblo *","Total","Valor","4468"
"01_poblacion_yuc.xls.20","31 Yucatán","Chikindzonot *","Total","Valor","4166"
"01_poblacion_yuc.xls.21","31 Yucatán","Chochola *","Total","Valor","4691"
"01_poblacion_yuc.xls.22","31 Yucatán","Chumayel *","Total","Valor","3308"
"01_poblacion_yuc.xls.23","31 Yucatán","Conkal","Total","Valor","11141"
"01_poblacion_yuc.xls.24","31 Yucatán","Cuncunul *","Total","Valor","1572"
"01_poblacion_yuc.xls.25","31 Yucatán","Cuzama *","Total","Valor","5181"
"01_poblacion_yuc.xls.26","31 Yucatán","Dzan *","Total","Valor","5357"
"01_poblacion_yuc.xls.27","31 Yucatán","Dzemul *","Total","Valor","3662"
"01_poblacion_yuc.xls.28","31 Yucatán","Dzidzantun","Total","Valor","8176"
"01_poblacion_yuc.xls.29","31 Yucatán","Dzilam de Bravo *","Total","Valor","2744"
"01_poblacion_yuc.xls.30","31 Yucatán","Dzilam Gonzalez","Total","Valor","6120"
"01_poblacion_yuc.xls.31","31 Yucatán","Dzitas *","Total","Valor","3783"
"01_poblacion_yuc.xls.32","31 Yucatán","Dzoncauich *","Total","Valor","2609"
"01_poblacion_yuc.xls.33","31 Yucatán","Espita","Total","Valor","16071"
"01_poblacion_yuc.xls.34","31 Yucatán","Halacho","Total","Valor","20152"
"01_poblacion_yuc.xls.35","31 Yucatán","Hocaba","Total","Valor","6089"
"01_poblacion_yuc.xls.36","31 Yucatán","Hoctun","Total","Valor","5976"
"01_poblacion_yuc.xls.37","31 Yucatán","Homun","Total","Valor","7670"
"01_poblacion_yuc.xls.38","31 Yucatán","Huhi","Total","Valor","5218"
"01_poblacion_yuc.xls.39","31 Yucatán","Hunucma","Total","Valor","32475"
"01_poblacion_yuc.xls.40","31 Yucatán","Ixil *","Total","Valor","4073"
"01_poblacion_yuc.xls.41","31 Yucatán","Izamal","Total","Valor","26801"
"01_poblacion_yuc.xls.42","31 Yucatán","Kanasin","Total","Valor","96317"
"01_poblacion_yuc.xls.43","31 Yucatán","Kantunil","Total","Valor","5455"
"01_poblacion_yuc.xls.44","31 Yucatán","Kaua *","Total","Valor","3119"
"01_poblacion_yuc.xls.45","31 Yucatán","Kinchil","Total","Valor","7187"
"01_poblacion_yuc.xls.46","31 Yucatán","Kopoma *","Total","Valor","2515"
"01_poblacion_yuc.xls.47","31 Yucatán","Mama *","Total","Valor","3210"
"01_poblacion_yuc.xls.48","31 Yucatán","Mani *","Total","Valor","5637"
"01_poblacion_yuc.xls.49","31 Yucatán","Maxcanu","Total","Valor","22619"
"01_poblacion_yuc.xls.50","31 Yucatán","Mayapan *","Total","Valor","3700"
