"","Estado","Municipio","Grupo","Estimador","Poblacion"
"01_poblacion_oax.xls.204","20 Oaxaca","San Juan Guichicovi","Total","Valor","29364"
"01_poblacion_oax.xls.205","20 Oaxaca","San Juan Ihualtepec *","Total","Valor","580"
"01_poblacion_oax.xls.206","20 Oaxaca","San Juan Juquila Mixes *","Total","Valor","3726"
"01_poblacion_oax.xls.207","20 Oaxaca","San Juan Juquila Vijanos *","Total","Valor","1953"
"01_poblacion_oax.xls.208","20 Oaxaca","San Juan Lachao *","Total","Valor","4677"
"01_poblacion_oax.xls.209","20 Oaxaca","San Juan Lachigalla *","Total","Valor","3277"
"01_poblacion_oax.xls.210","20 Oaxaca","San Juan Lajarcia *","Total","Valor","607"
"01_poblacion_oax.xls.211","20 Oaxaca","San Juan Lalana *","Total","Valor","16972"
"01_poblacion_oax.xls.212","20 Oaxaca","San Juan Mazatlan","Total","Valor","19163"
"01_poblacion_oax.xls.213","20 Oaxaca","San Juan Mixtepec","Total","Valor","6680"
"01_poblacion_oax.xls.214","20 Oaxaca","San Juan Mixtepec *","Total","Valor","660"
"01_poblacion_oax.xls.215","20 Oaxaca","San Juan Numi","Total","Valor","5747"
"01_poblacion_oax.xls.216","20 Oaxaca","San Juan Ozolotepec *","Total","Valor","2664"
"01_poblacion_oax.xls.217","20 Oaxaca","San Juan Petlapa *","Total","Valor","2919"
"01_poblacion_oax.xls.218","20 Oaxaca","San Juan Quiahije *","Total","Valor","4286"
"01_poblacion_oax.xls.219","20 Oaxaca","San Juan Quiotepec *","Total","Valor","1979"
"01_poblacion_oax.xls.220","20 Oaxaca","San Juan Sayultepec *","Total","Valor","788"
"01_poblacion_oax.xls.221","20 Oaxaca","San Juan Tabaa *","Total","Valor","1280"
"01_poblacion_oax.xls.222","20 Oaxaca","San Juan Tamazola *","Total","Valor","2877"
"01_poblacion_oax.xls.223","20 Oaxaca","San Juan Teita *","Total","Valor","531"
"01_poblacion_oax.xls.224","20 Oaxaca","San Juan Teitipac *","Total","Valor","2619"
"01_poblacion_oax.xls.225","20 Oaxaca","San Juan Tepeuxila *","Total","Valor","2639"
"01_poblacion_oax.xls.226","20 Oaxaca","San Juan Teposcolula *","Total","Valor","1228"
"01_poblacion_oax.xls.227","20 Oaxaca","San Juan Yaee *","Total","Valor","1481"
"01_poblacion_oax.xls.228","20 Oaxaca","San Juan Yatzona *","Total","Valor","474"
"01_poblacion_oax.xls.229","20 Oaxaca","San Juan Yucuita *","Total","Valor","567"
"01_poblacion_oax.xls.230","20 Oaxaca","San Lorenzo","Total","Valor","6101"
"01_poblacion_oax.xls.231","20 Oaxaca","San Lorenzo Albarradas *","Total","Valor","2723"
"01_poblacion_oax.xls.232","20 Oaxaca","San Lorenzo Cacaotepec","Total","Valor","15735"
"01_poblacion_oax.xls.233","20 Oaxaca","San Lorenzo Cuaunecuiltitla *","Total","Valor","807"
"01_poblacion_oax.xls.234","20 Oaxaca","San Lorenzo Texmelucan *","Total","Valor","8323"
"01_poblacion_oax.xls.235","20 Oaxaca","San Lorenzo Victoria *","Total","Valor","942"
"01_poblacion_oax.xls.236","20 Oaxaca","San Lucas Camotlan *","Total","Valor","2961"
"01_poblacion_oax.xls.237","20 Oaxaca","San Lucas Ojitlan *","Total","Valor","20085"
"01_poblacion_oax.xls.238","20 Oaxaca","San Lucas Quiavini *","Total","Valor","1736"
"01_poblacion_oax.xls.239","20 Oaxaca","San Lucas Zoquiapam *","Total","Valor","7250"
"01_poblacion_oax.xls.240","20 Oaxaca","San Luis Amatlan *","Total","Valor","3642"
"01_poblacion_oax.xls.241","20 Oaxaca","San Marcial Ozolotepec *","Total","Valor","1557"
"01_poblacion_oax.xls.242","20 Oaxaca","San Marcos Arteaga *","Total","Valor","1422"
"01_poblacion_oax.xls.243","20 Oaxaca","San Martin de los Cansecos *","Total","Valor","851"
"01_poblacion_oax.xls.244","20 Oaxaca","San Martin Huamelulpam *","Total","Valor","1010"
"01_poblacion_oax.xls.245","20 Oaxaca","San Martin Itunyoso *","Total","Valor","2298"
"01_poblacion_oax.xls.246","20 Oaxaca","San Martin Lachila *","Total","Valor","1087"
"01_poblacion_oax.xls.247","20 Oaxaca","San Martin Peras *","Total","Valor","12246"
"01_poblacion_oax.xls.248","20 Oaxaca","San Martin Tilcajete *","Total","Valor","1821"
"01_poblacion_oax.xls.249","20 Oaxaca","San Martin Toxpalan *","Total","Valor","3787"
"01_poblacion_oax.xls.250","20 Oaxaca","San Martin Zacatepec *","Total","Valor","1265"
"01_poblacion_oax.xls.251","20 Oaxaca","San Mateo Cajonos *","Total","Valor","616"
"01_poblacion_oax.xls.252","20 Oaxaca","San Mateo del Mar *","Total","Valor","14835"
"01_poblacion_oax.xls.253","20 Oaxaca","San Mateo Etlatongo *","Total","Valor","1107"
"01_poblacion_oax.xls.254","20 Oaxaca","San Mateo Nejapam *","Total","Valor","1144"
"01_poblacion_oax.xls.255","20 Oaxaca","San Mateo Penasco *","Total","Valor","2062"
"01_poblacion_oax.xls.256","20 Oaxaca","San Mateo Pinas *","Total","Valor","2084"
"01_poblacion_oax.xls.257","20 Oaxaca","San Mateo Rio Hondo *","Total","Valor","3133"
"01_poblacion_oax.xls.258","20 Oaxaca","San Mateo Sindihui *","Total","Valor","2019"
"01_poblacion_oax.xls.259","20 Oaxaca","San Mateo Tlapiltepec *","Total","Valor","224"
"01_poblacion_oax.xls.260","20 Oaxaca","San Mateo Yoloxochitlan *","Total","Valor","3614"
"01_poblacion_oax.xls.261","20 Oaxaca","San Mateo Yucutindoo *","Total","Valor","3010"
"01_poblacion_oax.xls.262","20 Oaxaca","San Melchor Betaza *","Total","Valor","986"
"01_poblacion_oax.xls.263","20 Oaxaca","San Miguel Achiutla *","Total","Valor","712"
"01_poblacion_oax.xls.264","20 Oaxaca","San Miguel Ahuehuetitlan *","Total","Valor","2360"
"01_poblacion_oax.xls.265","20 Oaxaca","San Miguel Aloapam *","Total","Valor","2172"
"01_poblacion_oax.xls.266","20 Oaxaca","San Miguel Amatitlan","Total","Valor","7549"
"01_poblacion_oax.xls.267","20 Oaxaca","San Miguel Amatlan *","Total","Valor","993"
"01_poblacion_oax.xls.268","20 Oaxaca","San Miguel Chicahua *","Total","Valor","2097"
"01_poblacion_oax.xls.269","20 Oaxaca","San Miguel Chimalapa","Total","Valor","6817"
"01_poblacion_oax.xls.270","20 Oaxaca","San Miguel Coatlan *","Total","Valor","3178"
"01_poblacion_oax.xls.271","20 Oaxaca","San Miguel del Puerto","Total","Valor","8362"
"01_poblacion_oax.xls.272","20 Oaxaca","San Miguel del Rio *","Total","Valor","244"
"01_poblacion_oax.xls.273","20 Oaxaca","San Miguel Ejutla *","Total","Valor","1014"
"01_poblacion_oax.xls.274","20 Oaxaca","San Miguel el Grande *","Total","Valor","4109"
"01_poblacion_oax.xls.275","20 Oaxaca","San Miguel Huautla *","Total","Valor","1094"
"01_poblacion_oax.xls.276","20 Oaxaca","San Miguel Mixtepec *","Total","Valor","2644"
"01_poblacion_oax.xls.277","20 Oaxaca","San Miguel Panixtlahuaca *","Total","Valor","6422"
"01_poblacion_oax.xls.278","20 Oaxaca","San Miguel Peras *","Total","Valor","3287"
"01_poblacion_oax.xls.279","20 Oaxaca","San Miguel Piedras *","Total","Valor","1271"
"01_poblacion_oax.xls.280","20 Oaxaca","San Miguel Quetzaltepec","Total","Valor","8119"
"01_poblacion_oax.xls.281","20 Oaxaca","San Miguel Santa Flor *","Total","Valor","702"
"01_poblacion_oax.xls.282","20 Oaxaca","San Miguel Soyaltepec","Total","Valor","39680"
"01_poblacion_oax.xls.283","20 Oaxaca","San Miguel Suchixtepec *","Total","Valor","2665"
"01_poblacion_oax.xls.284","20 Oaxaca","San Miguel Tecomatlan *","Total","Valor","266"
"01_poblacion_oax.xls.285","20 Oaxaca","San Miguel Tenango *","Total","Valor","729"
"01_poblacion_oax.xls.286","20 Oaxaca","San Miguel Tequixtepec *","Total","Valor","997"
"01_poblacion_oax.xls.287","20 Oaxaca","San Miguel Tilquiapam *","Total","Valor","3149"
"01_poblacion_oax.xls.288","20 Oaxaca","San Miguel Tlacamama *","Total","Valor","3662"
"01_poblacion_oax.xls.289","20 Oaxaca","San Miguel Tlacotepec *","Total","Valor","3164"
"01_poblacion_oax.xls.290","20 Oaxaca","San Miguel Tulancingo *","Total","Valor","296"
"01_poblacion_oax.xls.291","20 Oaxaca","San Miguel Yotao *","Total","Valor","593"
"01_poblacion_oax.xls.292","20 Oaxaca","San Nicolas *","Total","Valor","1135"
"01_poblacion_oax.xls.293","20 Oaxaca","San Nicolas Hidalgo *","Total","Valor","975"
"01_poblacion_oax.xls.294","20 Oaxaca","San Pablo Coatlan *","Total","Valor","4245"
"01_poblacion_oax.xls.295","20 Oaxaca","San Pablo Cuatro Venados *","Total","Valor","1411"
"01_poblacion_oax.xls.296","20 Oaxaca","San Pablo Etla","Total","Valor","15993"
"01_poblacion_oax.xls.297","20 Oaxaca","San Pablo Huitzo","Total","Valor","7024"
"01_poblacion_oax.xls.298","20 Oaxaca","San Pablo Huixtepec","Total","Valor","9313"
"01_poblacion_oax.xls.299","20 Oaxaca","San Pablo Macuiltianguis *","Total","Valor","890"
"01_poblacion_oax.xls.300","20 Oaxaca","San Pablo Tijaltepec *","Total","Valor","2504"
"01_poblacion_oax.xls.301","20 Oaxaca","San Pablo Villa de Mitla","Total","Valor","12511"
"01_poblacion_oax.xls.302","20 Oaxaca","San Pablo Yaganiza *","Total","Valor","1063"
"01_poblacion_oax.xls.303","20 Oaxaca","San Pedro Amuzgos","Total","Valor","6664"
"01_poblacion_oax.xls.304","20 Oaxaca","San Pedro Apostol *","Total","Valor","1505"
"01_poblacion_oax.xls.305","20 Oaxaca","San Pedro Atoyac *","Total","Valor","4539"
"01_poblacion_oax.xls.306","20 Oaxaca","San Pedro Cajonos *","Total","Valor","1089"
"01_poblacion_oax.xls.307","20 Oaxaca","San Pedro Comitancillo *","Total","Valor","4234"
"01_poblacion_oax.xls.308","20 Oaxaca","San Pedro Coxcaltepec Cantaros *","Total","Valor","735"
"01_poblacion_oax.xls.309","20 Oaxaca","San Pedro el Alto *","Total","Valor","3551"
"01_poblacion_oax.xls.310","20 Oaxaca","San Pedro Huamelula","Total","Valor","10014"
"01_poblacion_oax.xls.311","20 Oaxaca","San Pedro Huilotepec *","Total","Valor","3146"
"01_poblacion_oax.xls.312","20 Oaxaca","San Pedro Ixcatlan","Total","Valor","11653"
"01_poblacion_oax.xls.313","20 Oaxaca","San Pedro Ixtlahuaca","Total","Valor","8561"
"01_poblacion_oax.xls.314","20 Oaxaca","San Pedro Jaltepetongo *","Total","Valor","545"
"01_poblacion_oax.xls.315","20 Oaxaca","San Pedro Jicayan","Total","Valor","12387"
"01_poblacion_oax.xls.316","20 Oaxaca","San Pedro Jocotipac *","Total","Valor","779"
"01_poblacion_oax.xls.317","20 Oaxaca","San Pedro Juchatengo *","Total","Valor","1561"
"01_poblacion_oax.xls.318","20 Oaxaca","San Pedro Martir *","Total","Valor","1694"
"01_poblacion_oax.xls.319","20 Oaxaca","San Pedro Martir Quiechapa *","Total","Valor","693"
"01_poblacion_oax.xls.320","20 Oaxaca","San Pedro Martir Yucuxaco *","Total","Valor","1239"
"01_poblacion_oax.xls.321","20 Oaxaca","San Pedro Mixtepec","Total","Valor","48336"
"01_poblacion_oax.xls.322","20 Oaxaca","San Pedro Mixtepec *","Total","Valor","1074"
"01_poblacion_oax.xls.323","20 Oaxaca","San Pedro Molinos *","Total","Valor","668"
"01_poblacion_oax.xls.324","20 Oaxaca","San Pedro Nopala *","Total","Valor","720"
"01_poblacion_oax.xls.325","20 Oaxaca","San Pedro Ocopetatillo *","Total","Valor","790"
"01_poblacion_oax.xls.326","20 Oaxaca","San Pedro Ocotepec *","Total","Valor","2098"
"01_poblacion_oax.xls.327","20 Oaxaca","San Pedro Pochutla","Total","Valor","47476"
"01_poblacion_oax.xls.328","20 Oaxaca","San Pedro Quiatoni *","Total","Valor","10810"
"01_poblacion_oax.xls.329","20 Oaxaca","San Pedro Sochiapam *","Total","Valor","5134"
"01_poblacion_oax.xls.330","20 Oaxaca","San Pedro Tapanatepec","Total","Valor","15152"
"01_poblacion_oax.xls.331","20 Oaxaca","San Pedro Taviche *","Total","Valor","1208"
"01_poblacion_oax.xls.332","20 Oaxaca","San Pedro Teozacoalco *","Total","Valor","1225"
"01_poblacion_oax.xls.333","20 Oaxaca","San Pedro Teutila *","Total","Valor","4232"
"01_poblacion_oax.xls.334","20 Oaxaca","San Pedro Tidaa *","Total","Valor","873"
"01_poblacion_oax.xls.335","20 Oaxaca","San Pedro Topiltepec *","Total","Valor","343"
"01_poblacion_oax.xls.336","20 Oaxaca","San Pedro Totolapam *","Total","Valor","2626"
"01_poblacion_oax.xls.337","20 Oaxaca","San Pedro y San Pablo Ayutla *","Total","Valor","4813"
"01_poblacion_oax.xls.338","20 Oaxaca","San Pedro y San Pablo Teposcolula *","Total","Valor","4016"
"01_poblacion_oax.xls.339","20 Oaxaca","San Pedro y San Pablo Tequixtepec *","Total","Valor","1680"
"01_poblacion_oax.xls.340","20 Oaxaca","San Pedro Yaneri *","Total","Valor","910"
"01_poblacion_oax.xls.341","20 Oaxaca","San Pedro Yolox *","Total","Valor","1698"
"01_poblacion_oax.xls.342","20 Oaxaca","San Pedro Yucunama *","Total","Valor","236"
"01_poblacion_oax.xls.343","20 Oaxaca","San Raymundo Jalpan *","Total","Valor","3336"
"01_poblacion_oax.xls.344","20 Oaxaca","San Sebastian Abasolo *","Total","Valor","1933"
"01_poblacion_oax.xls.345","20 Oaxaca","San Sebastian Coatlan *","Total","Valor","2678"
"01_poblacion_oax.xls.346","20 Oaxaca","San Sebastian Ixcapa *","Total","Valor","4072"
"01_poblacion_oax.xls.347","20 Oaxaca","San Sebastian Nicananduta *","Total","Valor","1441"
"01_poblacion_oax.xls.348","20 Oaxaca","San Sebastian Rio Hondo *","Total","Valor","3587"
"01_poblacion_oax.xls.349","20 Oaxaca","San Sebastian Tecomaxtlahuaca","Total","Valor","8352"
"01_poblacion_oax.xls.350","20 Oaxaca","San Sebastian Teitipac *","Total","Valor","1967"
"01_poblacion_oax.xls.351","20 Oaxaca","San Sebastian Tutla","Total","Valor","18195"
"01_poblacion_oax.xls.352","20 Oaxaca","San Simon Almolongas *","Total","Valor","2820"
"01_poblacion_oax.xls.353","20 Oaxaca","San Simon Zahuatlan *","Total","Valor","3526"
"01_poblacion_oax.xls.354","20 Oaxaca","San Vicente Coatlan *","Total","Valor","3923"
"01_poblacion_oax.xls.355","20 Oaxaca","San Vicente Lachixio *","Total","Valor","2961"
"01_poblacion_oax.xls.356","20 Oaxaca","San Vicente Nunu *","Total","Valor","413"
"01_poblacion_oax.xls.357","20 Oaxaca","Santa Ana *","Total","Valor","2153"
"01_poblacion_oax.xls.358","20 Oaxaca","Santa Ana Ateixtlahuaca *","Total","Valor","516"
"01_poblacion_oax.xls.359","20 Oaxaca","Santa Ana Cuauhtemoc *","Total","Valor","727"
"01_poblacion_oax.xls.360","20 Oaxaca","Santa Ana del Valle *","Total","Valor","2067"
"01_poblacion_oax.xls.361","20 Oaxaca","Santa Ana Tavela *","Total","Valor","762"
"01_poblacion_oax.xls.362","20 Oaxaca","Santa Ana Tlapacoyan *","Total","Valor","1950"
"01_poblacion_oax.xls.363","20 Oaxaca","Santa Ana Yareni *","Total","Valor","918"
"01_poblacion_oax.xls.364","20 Oaxaca","Santa Ana Zegache *","Total","Valor","3773"
"01_poblacion_oax.xls.365","20 Oaxaca","Santa Catalina Quieri *","Total","Valor","871"
"01_poblacion_oax.xls.366","20 Oaxaca","Santa Catarina Cuixtla *","Total","Valor","1427"
"01_poblacion_oax.xls.367","20 Oaxaca","Santa Catarina Ixtepeji *","Total","Valor","2572"
"01_poblacion_oax.xls.368","20 Oaxaca","Santa Catarina Juquila","Total","Valor","15987"
"01_poblacion_oax.xls.369","20 Oaxaca","Santa Catarina Lachatao *","Total","Valor","1068"
"01_poblacion_oax.xls.370","20 Oaxaca","Santa Catarina Loxicha *","Total","Valor","3905"
"01_poblacion_oax.xls.371","20 Oaxaca","Santa Catarina Mechoacan *","Total","Valor","4460"
"01_poblacion_oax.xls.372","20 Oaxaca","Santa Catarina Minas *","Total","Valor","1930"
"01_poblacion_oax.xls.373","20 Oaxaca","Santa Catarina Quiane *","Total","Valor","1931"
"01_poblacion_oax.xls.374","20 Oaxaca","Santa Catarina Quioquitani *","Total","Valor","482"
"01_poblacion_oax.xls.375","20 Oaxaca","Santa Catarina Tayata *","Total","Valor","663"
"01_poblacion_oax.xls.376","20 Oaxaca","Santa Catarina Ticua *","Total","Valor","1031"
"01_poblacion_oax.xls.377","20 Oaxaca","Santa Catarina Yosonotu *","Total","Valor","1556"
"01_poblacion_oax.xls.378","20 Oaxaca","Santa Catarina Zapoquila *","Total","Valor","366"
"01_poblacion_oax.xls.379","20 Oaxaca","Santa Cruz Acatepec *","Total","Valor","1548"
"01_poblacion_oax.xls.380","20 Oaxaca","Santa Cruz Amilpas","Total","Valor","12814"
"01_poblacion_oax.xls.381","20 Oaxaca","Santa Cruz de Bravo *","Total","Valor","356"
"01_poblacion_oax.xls.382","20 Oaxaca","Santa Cruz Itundujia","Total","Valor","11616"
"01_poblacion_oax.xls.383","20 Oaxaca","Santa Cruz Mixtepec *","Total","Valor","3425"
"01_poblacion_oax.xls.384","20 Oaxaca","Santa Cruz Nundaco *","Total","Valor","2921"
"01_poblacion_oax.xls.385","20 Oaxaca","Santa Cruz Papalutla *","Total","Valor","2127"
"01_poblacion_oax.xls.386","20 Oaxaca","Santa Cruz Tacache de Mina *","Total","Valor","2675"
"01_poblacion_oax.xls.387","20 Oaxaca","Santa Cruz Tacahua *","Total","Valor","1116"
"01_poblacion_oax.xls.388","20 Oaxaca","Santa Cruz Tayata *","Total","Valor","583"
"01_poblacion_oax.xls.389","20 Oaxaca","Santa Cruz Xitla *","Total","Valor","4754"
"01_poblacion_oax.xls.390","20 Oaxaca","Santa Cruz Xoxocotlan","Total","Valor","93188"
"01_poblacion_oax.xls.391","20 Oaxaca","Santa Cruz Zenzontepec *","Total","Valor","18512"
"01_poblacion_oax.xls.392","20 Oaxaca","Santa Gertrudis *","Total","Valor","2914"
"01_poblacion_oax.xls.393","20 Oaxaca","Santa Ines de Zaragoza *","Total","Valor","1616"
"01_poblacion_oax.xls.394","20 Oaxaca","Santa Ines del Monte *","Total","Valor","2372"
"01_poblacion_oax.xls.395","20 Oaxaca","Santa Ines Yatzeche *","Total","Valor","952"
"01_poblacion_oax.xls.396","20 Oaxaca","Santa Lucia del Camino","Total","Valor","49459"
"01_poblacion_oax.xls.397","20 Oaxaca","Santa Lucia Miahuatlan *","Total","Valor","3361"
"01_poblacion_oax.xls.398","20 Oaxaca","Santa Lucia Monteverde *","Total","Valor","6398"
"01_poblacion_oax.xls.399","20 Oaxaca","Santa Lucia Ocotlan *","Total","Valor","3855"
"01_poblacion_oax.xls.400","20 Oaxaca","Santa Magdalena Jicotlan *","Total","Valor","87"
"01_poblacion_oax.xls.401","20 Oaxaca","Santa Maria Alotepec *","Total","Valor","2766"
"01_poblacion_oax.xls.402","20 Oaxaca","Santa Maria Apazco *","Total","Valor","1720"
"01_poblacion_oax.xls.403","20 Oaxaca","Santa Maria Atzompa","Total","Valor","34115"
"01_poblacion_oax.xls.404","20 Oaxaca","Santa Maria Camotlan *","Total","Valor","1568"
"01_poblacion_oax.xls.405","20 Oaxaca","Santa Maria Chachoapam *","Total","Valor","733"
"01_poblacion_oax.xls.406","20 Oaxaca","Santa Maria Chilchotla *","Total","Valor","20328"
"01_poblacion_oax.xls.407","20 Oaxaca","Santa Maria Chimalapa **","Total","Valor","9078"
"01_poblacion_oax.xls.408","20 Oaxaca","Santa Maria Colotepec","Total","Valor","24076"
"01_poblacion_oax.xls.409","20 Oaxaca","Santa Maria Cortijo *","Total","Valor","1075"
"01_poblacion_oax.xls.410","20 Oaxaca","Santa Maria Coyotepec *","Total","Valor","2971"
"01_poblacion_oax.xls.411","20 Oaxaca","Santa Maria del Rosario *","Total","Valor","482"
"01_poblacion_oax.xls.412","20 Oaxaca","Santa Maria del Tule","Total","Valor","8918"
"01_poblacion_oax.xls.413","20 Oaxaca","Santa Maria Ecatepec *","Total","Valor","3353"
"01_poblacion_oax.xls.414","20 Oaxaca","Santa Maria Guelace *","Total","Valor","813"
"01_poblacion_oax.xls.415","20 Oaxaca","Santa Maria Guienagati *","Total","Valor","3168"
"01_poblacion_oax.xls.416","20 Oaxaca","Santa Maria Huatulco","Total","Valor","45680"
"01_poblacion_oax.xls.417","20 Oaxaca","Santa Maria Huazolotitlan *","Total","Valor","11400"
"01_poblacion_oax.xls.418","20 Oaxaca","Santa Maria Ipalapa *","Total","Valor","4990"
"01_poblacion_oax.xls.419","20 Oaxaca","Santa Maria Ixcatlan *","Total","Valor","488"
"01_poblacion_oax.xls.420","20 Oaxaca","Santa Maria Jacatepec","Total","Valor","9474"
"01_poblacion_oax.xls.421","20 Oaxaca","Santa Maria Jalapa del Marques","Total","Valor","13148"
"01_poblacion_oax.xls.422","20 Oaxaca","Santa Maria Jaltianguis *","Total","Valor","499"
"01_poblacion_oax.xls.423","20 Oaxaca","Santa Maria la Asuncion *","Total","Valor","3237"
"01_poblacion_oax.xls.424","20 Oaxaca","Santa Maria Lachixio *","Total","Valor","1844"
"01_poblacion_oax.xls.425","20 Oaxaca","Santa Maria Mixtequilla *","Total","Valor","4555"
"01_poblacion_oax.xls.426","20 Oaxaca","Santa Maria Nativitas *","Total","Valor","585"
"01_poblacion_oax.xls.427","20 Oaxaca","Santa Maria Nduayaco *","Total","Valor","466"
"01_poblacion_oax.xls.428","20 Oaxaca","Santa Maria Ozolotepec *","Total","Valor","3894"
"01_poblacion_oax.xls.429","20 Oaxaca","Santa Maria Papalo *","Total","Valor","2086"
"01_poblacion_oax.xls.430","20 Oaxaca","Santa Maria Penoles *","Total","Valor","8593"
"01_poblacion_oax.xls.431","20 Oaxaca","Santa Maria Petapa **","Total","Valor","16518"
"01_poblacion_oax.xls.432","20 Oaxaca","Santa Maria Quiegolani *","Total","Valor","1924"
"01_poblacion_oax.xls.433","20 Oaxaca","Santa Maria Sola *","Total","Valor","1471"
"01_poblacion_oax.xls.434","20 Oaxaca","Santa Maria Tataltepec *","Total","Valor","360"
"01_poblacion_oax.xls.435","20 Oaxaca","Santa Maria Tecomavaca *","Total","Valor","1692"
"01_poblacion_oax.xls.436","20 Oaxaca","Santa Maria Temaxcalapa *","Total","Valor","901"
"01_poblacion_oax.xls.437","20 Oaxaca","Santa Maria Temaxcaltepec *","Total","Valor","2571"
"01_poblacion_oax.xls.438","20 Oaxaca","Santa Maria Teopoxco *","Total","Valor","4214"
"01_poblacion_oax.xls.439","20 Oaxaca","Santa Maria Tepantlali *","Total","Valor","3465"
"01_poblacion_oax.xls.440","20 Oaxaca","Santa Maria Texcatitlan *","Total","Valor","981"
"01_poblacion_oax.xls.441","20 Oaxaca","Santa Maria Tlahuitoltepec *","Total","Valor","8922"
"01_poblacion_oax.xls.442","20 Oaxaca","Santa Maria Tlalixtac *","Total","Valor","1635"
"01_poblacion_oax.xls.443","20 Oaxaca","Santa Maria Tonameca","Total","Valor","25130"
"01_poblacion_oax.xls.444","20 Oaxaca","Santa Maria Totolapilla *","Total","Valor","839"
"01_poblacion_oax.xls.445","20 Oaxaca","Santa Maria Xadani","Total","Valor","8795"
"01_poblacion_oax.xls.446","20 Oaxaca","Santa Maria Yalina *","Total","Valor","267"
"01_poblacion_oax.xls.447","20 Oaxaca","Santa Maria Yavesia *","Total","Valor","472"
"01_poblacion_oax.xls.448","20 Oaxaca","Santa Maria Yolotepec *","Total","Valor","411"
"01_poblacion_oax.xls.449","20 Oaxaca","Santa Maria Yosoyua *","Total","Valor","1514"
"01_poblacion_oax.xls.450","20 Oaxaca","Santa Maria Yucuhiti","Total","Valor","6048"
"01_poblacion_oax.xls.451","20 Oaxaca","Santa Maria Zacatepec","Total","Valor","16340"
"01_poblacion_oax.xls.452","20 Oaxaca","Santa Maria Zaniza *","Total","Valor","2234"
"01_poblacion_oax.xls.453","20 Oaxaca","Santa Maria Zoquitlan *","Total","Valor","2939"
"01_poblacion_oax.xls.454","20 Oaxaca","Santiago Amoltepec *","Total","Valor","12683"
"01_poblacion_oax.xls.455","20 Oaxaca","Santiago Apoala *","Total","Valor","875"
"01_poblacion_oax.xls.456","20 Oaxaca","Santiago Apostol *","Total","Valor","3995"
"01_poblacion_oax.xls.457","20 Oaxaca","Santiago Astata *","Total","Valor","3708"
"01_poblacion_oax.xls.458","20 Oaxaca","Santiago Atitlan *","Total","Valor","2920"
"01_poblacion_oax.xls.459","20 Oaxaca","Santiago Ayuquililla *","Total","Valor","2583"
"01_poblacion_oax.xls.460","20 Oaxaca","Santiago Cacaloxtepec *","Total","Valor","1441"
"01_poblacion_oax.xls.461","20 Oaxaca","Santiago Camotlan *","Total","Valor","3082"
"01_poblacion_oax.xls.462","20 Oaxaca","Santiago Chazumba","Total","Valor","4371"
"01_poblacion_oax.xls.463","20 Oaxaca","Santiago Choapam *","Total","Valor","4983"
"01_poblacion_oax.xls.464","20 Oaxaca","Santiago Comaltepec *","Total","Valor","967"
"01_poblacion_oax.xls.465","20 Oaxaca","Santiago del Rio *","Total","Valor","518"
"01_poblacion_oax.xls.466","20 Oaxaca","Santiago Huajolotitlan *","Total","Valor","4083"
"01_poblacion_oax.xls.467","20 Oaxaca","Santiago Huauclilla *","Total","Valor","529"
"01_poblacion_oax.xls.468","20 Oaxaca","Santiago Ihuitlan Plumas *","Total","Valor","351"
"01_poblacion_oax.xls.469","20 Oaxaca","Santiago Ixcuintepec *","Total","Valor","1598"
"01_poblacion_oax.xls.470","20 Oaxaca","Santiago Ixtayutla *","Total","Valor","13041"
"01_poblacion_oax.xls.471","20 Oaxaca","Santiago Jamiltepec","Total","Valor","19201"
"01_poblacion_oax.xls.472","20 Oaxaca","Santiago Jocotepec","Total","Valor","14135"
"01_poblacion_oax.xls.473","20 Oaxaca","Santiago Juxtlahuaca","Total","Valor","36275"
"01_poblacion_oax.xls.474","20 Oaxaca","Santiago Lachiguiri","Total","Valor","4886"
"01_poblacion_oax.xls.475","20 Oaxaca","Santiago Lalopa *","Total","Valor","498"
"01_poblacion_oax.xls.476","20 Oaxaca","Santiago Laollaga *","Total","Valor","3326"
"01_poblacion_oax.xls.477","20 Oaxaca","Santiago Laxopa *","Total","Valor","1292"
"01_poblacion_oax.xls.478","20 Oaxaca","Santiago Llano Grande *","Total","Valor","3284"
"01_poblacion_oax.xls.479","20 Oaxaca","Santiago Matatlan","Total","Valor","9681"
"01_poblacion_oax.xls.480","20 Oaxaca","Santiago Miltepec *","Total","Valor","393"
"01_poblacion_oax.xls.481","20 Oaxaca","Santiago Minas *","Total","Valor","1445"
"01_poblacion_oax.xls.482","20 Oaxaca","Santiago Nacaltepec *","Total","Valor","1785"
"01_poblacion_oax.xls.483","20 Oaxaca","Santiago Nejapilla *","Total","Valor","202"
"01_poblacion_oax.xls.484","20 Oaxaca","Santiago Niltepec","Total","Valor","5327"
"01_poblacion_oax.xls.485","20 Oaxaca","Santiago Nundiche *","Total","Valor","877"
"01_poblacion_oax.xls.486","20 Oaxaca","Santiago Nuyoo *","Total","Valor","1820"
"01_poblacion_oax.xls.487","20 Oaxaca","Santiago Pinotepa Nacional","Total","Valor","53148"
"01_poblacion_oax.xls.488","20 Oaxaca","Santiago Suchilquitongo","Total","Valor","10397"
"01_poblacion_oax.xls.489","20 Oaxaca","Santiago Tamazola *","Total","Valor","4250"
"01_poblacion_oax.xls.490","20 Oaxaca","Santiago Tapextla *","Total","Valor","3208"
